,PROPERTY_ID,PROPERTY_NAME,PROPERTY_ADDRESS,PROPERTY_CITY,COUNTY_NAME,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,Impr_Rating,Loc_Rating,Property_Overall_Rating,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Fractured_Condo,Adaptive_Reuse,Single_Family_Rental,Mixed_Use,sqft_mixed_use
4555,119_133,Huntleigh Woods,375 Hillcrest Road,Mobile,Mobile,AL,36608,30.6822936,-88.189561,233,199745,C+,C+,Completed,N,N,N,N,,,,99.6,913,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
4556,119_1340938,"Noble at Daphne, The",County Road 13 & US Highway 90,Daphne,Baldwin,AL,36526,30.65558,-87.868608,240,0,,B+,Prospective,,,,,,,,,,,,,High Mid-Range,,,,,,,,,,0
4557,119_14,Dauphin Gate,3250 Dauphin Street,Mobile,Mobile,AL,36606,30.692191,-88.122378,220,166053,C,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
4558,119_140,Sandpiper Townhomes,4950 Government Blvd,Mobile,Mobile,AL,36693,30.616609,-88.1617057,253,291500,B-,B,Completed,N,N,N,N,,,,96.4,1174,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4559,119_143,D'iberville,2000 Springhill Avenue,Mobile,Mobile,AL,36607,30.6938122,-88.0893563,214,0,C+,B-,Completed,N,N,N,N,,,,99.5,873,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
4560,119_148,Regency Gates,5700 Grelot Road,Mobile,Mobile,AL,36609,30.663356,-88.1717089,216,229200,B,C+,Completed,N,N,N,N,,,,95.8,1100,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
4561,119_18,Montlimar,1417 Azalea Road,Mobile,Mobile,AL,36693,30.63156,-88.134549,256,244944,B-,B-,Completed,N,N,N,N,,,,98,707,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4562,119_190,Parkside at Cottage Hill,3220 Cottage Hill Road,Mobile,Mobile,AL,36606,30.6668711,-88.1226789,240,253092,B+,B-,Completed,N,N,N,N,,,,94.6,1402,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4563,119_23,Spanish Fort Town Center,30000 Town Center Avenue,Spanish Fort,Baldwin,AL,36527,30.662618,-87.903568,216,207324,B+,B+,Completed,N,N,N,N,,,,97.7,1419,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
4564,119_26,701 South,701 South University Blvd,Mobile,Mobile,AL,36609,30.6650054,-88.1690856,208,144295,C+,C+,Completed,N,N,N,N,,,,97.6,809,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
4565,119_27,South Bay,600 South Washington Avenue,Mobile,Mobile,AL,36603,30.6754887,-88.0510172,224,190400,C+,C,Completed,N,N,N,N,,,,96.9,721,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
4566,119_28,"Vinings at Spanish Fort, The",10407 US Highway 31,Spanish Fort,Baldwin,AL,36527,30.6769104,-87.8452125,240,262050,B+,B+,Completed,N,N,N,N,,,,100,1129,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
4567,119_3,Cimarron Ridge,6427 Grelot Road,Mobile,Mobile,AL,36695,30.6594,-88.194246,248,173120,B-,B,Completed,N,N,N,N,,,,97.2,786,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4568,119_31,Marigold,6501 Airport Blvd,Mobile,Mobile,AL,36608,30.6788282,-88.1934496,226,81826,C,B-,Completed,N,N,N,N,,,,92.9,701,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
4569,119_48,Park West,1663 Hillcrest Road,Mobile,Mobile,AL,36695,30.6570108,-88.1900665,280,258736,B-,B,Completed,N,N,N,N,,,,93.2,857,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4570,119_50,"Pathways, The",2656 Pathway Place,Mobile,Mobile,AL,36606,30.678224,-88.102722,244,180019,C+,C+,Completed,N,N,N,N,,,,94.7,855,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
4571,119_51,Ashley Gates,912 Van Avenue,Daphne,Baldwin,AL,36526,30.596301,-87.900386,248,270000,B+,B-,Completed,N,N,N,N,,,,97.2,1307,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4572,119_52,Hillcrest Estates,4031 Airport Blvd,Mobile,Mobile,AL,36608,30.6741343,-88.1516061,256,199680,C+,B-,Completed,N,N,N,N,,,,95.7,850,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
4573,119_59,Alison Pointe,9921 Bethany Drive,Foley,Baldwin,AL,36535,30.3687899,-87.694982,256,252832,B+,B-,Completed,N,P,N,N,,,,,829,FALSE,,High Mid-Range,Low Mid-Range,,0,1,0,0,,,,0,0
4574,119_6,"Retreat at Schillinger, The",1313 Schillinger Road South,Mobile,Mobile,AL,36695,30.6634224,-88.2247484,270,263104,A-,B,Completed,N,N,N,N,,,,98.1,1217,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4575,119_60,Azalea Pointe,651 Azalea Road,Mobile,Mobile,AL,36609,30.658711,-88.143517,208,180960,C,C+,Completed,N,P,N,N,,,,,592,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
4576,119_65,Astoria Apartment Homes,7070 Grelot Road,Mobile,Mobile,AL,36695,30.6632827,-88.206184,252,293892,B+,B-,Completed,N,N,N,N,,,,100,1158,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4577,119_68,Autumn Woods,101 Foreman Road,Mobile,Mobile,AL,36608,30.6888633,-88.1987301,225,198470,C+,C+,Completed,N,N,N,N,,,,97.3,787,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
4578,119_95,Lenox Gates,1500 Hillcrest Road,Mobile,Mobile,AL,36695,30.659287,-88.192162,228,244400,B,B,Completed,N,N,N,N,,,,92.1,955,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4619,123_1,Patten Towers,1 East 11th Street,Chattanooga,Hamilton,TN,37402,35.0440479,-85.3088152,221,134599,C-,B-,Completed,N,A,N,A,,TRUE,,,,FALSE,,Workforce,Low Mid-Range,,0,1,0,1,,1,,0,0
4620,123_112,Rustic Village,510 Central Drive,Chattanooga,Hamilton,TN,37421,35.0216516,-85.194271,224,158748,C+,C,Completed,N,N,N,N,,,,100,547,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
4621,123_1153168,Hagan & Hamilton,625 Hamilton Avenue,Chattanooga,Hamilton,TN,37405,35.069633,-85.30841,220,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
4622,123_1155123,Integra Vistas,151 Integra Vistas Drive,Hixson,Hamilton,TN,37343,35.17873,-85.243024,280,306298,A-,B-,Completed,N,N,N,N,,,,98.2,1678,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4623,123_116,"Villas at Oak Crest, The",7255 Lee Hwy,Chattanooga,Hamilton,TN,37421,35.0524329,-85.1531499,209,212183,B-,B-,Completed,N,N,N,N,,,,98.6,1316,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4624,123_1215477,Hawthorne at the W,329 Broomsedge Trail,Chattanooga,Hamilton,TN,37405,35.112294,-85.32304,204,226956,A,B-,Completed,N,N,N,N,,,,95.1,1506,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
4625,123_1308191,Jewel at Summit Pointe,8062 Old Lee Hwy,Ooltewah,Hamilton,TN,37363,35.067715,-85.103894,256,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
4626,123_1318676,East Brainerd Road & North Joiner Road,NWC East Brainerd Road & North Joiner Road,Chattanooga,Hamilton,TN,37421,35.0154,-85.161237,236,0,,B,Prospective,N,N,N,N,,FALSE,,,,,,,Low Mid-Range,,0,0,0,0,,0,,,0
4627,123_1392240,Premier Drive,Alhambra Drive & Premier Drive,Chattanooga,Hamilton,TN,37421,35.01507,-85.189378,247,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
4628,123_159,Haven Cross Creek,4025 Oakwood Drive,Chattanooga,Hamilton,TN,37416,35.0896731,-85.1894578,232,223395,B+,B-,Completed,N,N,N,N,,,,99.6,1312,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4629,123_161,"Reserve at Lakeshore, The",5840 Lake Resort Terrace,Chattanooga,Hamilton,TN,37415,35.1092557,-85.2139172,244,232030,B-,A-,Completed,N,N,N,N,,,,98.8,1214,FALSE,,Low Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
4630,123_179,Villages at Alton Park,3750 Hughes Avenue,Chattanooga,Hamilton,TN,37410,35.00677,-85.311383,275,296898,B-,C-,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
4631,123_18,Boynton Terrace,955 Boynton Drive,Chattanooga,Hamilton,TN,37402,35.0471035,-85.3204824,250,118750,C-,D,Completed,N,A,N,A,,,,,,FALSE,,Workforce,Workforce,,0,1,0,1,,,,0,0
4632,123_197,Hawthorne Creekside,3131 Mountain Creek Road,Chattanooga,Hamilton,TN,37415,35.1219799,-85.3155331,263,264800,B,B-,Completed,N,N,N,N,,,,95.8,1187,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4633,123_21,Shallowford Trace,7510 Shallowford Road,Chattanooga,Hamilton,TN,37421,35.0371567,-85.1432136,252,272778,B+,B+,Completed,N,N,N,N,,,,98,1491,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
4634,123_23,Meridian at Hamilton Place,7301 East Brainerd Road,Chattanooga,Hamilton,TN,37421,35.01666,-85.16426,238,241812,B,B,Completed,N,N,N,N,,,,81.9,1167,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4635,123_24,Riverview Grande,700 Mansion Circle,Chattanooga,Hamilton,TN,37405,35.0809849,-85.296786,269,314972,B-,B,Completed,N,N,N,N,,,,81,1313,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4636,123_26,Scenic Ridge,3400 Jenkins Road,Chattanooga,Hamilton,TN,37421,35.0499557,-85.127565,240,302130,B+,B-,Completed,N,N,N,N,,,,97.9,1080,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4638,123_27,Bridgeway at Chattanooga,2415 Bridge Circle,Chattanooga,Hamilton,TN,37421,35.049475,-85.1601631,250,239864,A-,B-,Completed,N,N,N,N,,,,100,1302,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4639,123_30,CityGreen at Northshore,200 Citygreen Way,Chattanooga,Hamilton,TN,37405,35.0823881,-85.320508,282,273218,B+,C+,Completed,N,N,N,N,,,,97.9,1802,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
4640,123_373523,One Riverside,950 Riverside Drive,Chattanooga,Hamilton,TN,37406,35.052329,-85.282675,280,252541,A-,C,Completed,N,N,N,N,,,,96.1,1666,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
4641,123_39,Laurel Ridge,4715 Bonny Oaks Drive,Chattanooga,Hamilton,TN,37416,35.076749,-85.195203,276,243552,B,C+,Completed,N,N,N,N,,,,96,1361,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
4642,123_41,Rise at Signal Mountain,1185 Mountain Creek Road,Chattanooga,Hamilton,TN,37405,35.1201502,-85.3180663,280,236530,B-,B-,Completed,N,N,N,N,,,,88.6,1190,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4643,123_5,Northshore Village,621 Memorial Drive,Chattanooga,Hamilton,TN,37415,35.090217,-85.2993209,226,219500,B,B,Completed,N,N,N,N,,,,95.1,1286,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4644,123_58,Hunters Point,7402 Allemande Way,Chattanooga,Hamilton,TN,37421,35.049252,-85.14443,260,248816,B+,B-,Completed,N,N,N,N,,,,99.2,1303,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4645,123_6,Ridgemont at Stringers Ridge,20 Mason Drive,Chattanooga,Hamilton,TN,37415,35.080325,-85.314581,226,192200,B,C+,Completed,N,N,N,N,,,,97.3,1374,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
4646,123_68,Park Oak,1159 Harrison Pike,Cleveland,Bradley,TN,37311,35.1623113,-84.8879881,250,190844,B,B-,Completed,N,N,N,N,,,,100,717,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4647,123_731,"Village at Apison Pike, The",8605 Tradewind Circle,Ooltewah,Hamilton,TN,37363,35.065775,-85.0882,248,240624,B+,B,Completed,N,N,N,N,,,,98.4,1804,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4648,123_732,Hawthorne at the Summit,8602 Summit Peak Way,Ooltewah,Hamilton,TN,37363,35.066542,-85.091922,286,318646,A-,B,Completed,N,N,N,N,,FALSE,,98.6,1411,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,0,,0,0
4649,123_733,Waterford Place Apartment Homes,6220 Shallowford Road,Chattanooga,Hamilton,TN,37421,35.0488758,-85.1789999,272,239204,B,C+,Completed,N,N,N,N,,,,99.6,983,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
4650,123_747,Passenger Flats,1351 Passenger Street,Chattanooga,Hamilton,TN,37408,35.036421,-85.304326,208,87929,C+,C+,Completed,N,N,N,N,,TRUE,,89.4,887,FALSE,,Workforce,Workforce,,0,0,0,0,,1,,0,0
4651,123_753,Bluebird Row,1348 Passenger Street,Chattanooga,Hamilton,TN,37408,35.036553,-85.304219,283,264712,A-,C,Completed,N,N,N,N,,FALSE,,97.5,1673,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,0,,0,0
4652,123_757,Vista Cameron Harbor,805 Canal Street,Chattanooga,Hamilton,TN,37402,35.051833,-85.32226,235,179586,A,C,Completed,N,N,N,N,,FALSE,,97,1287,FALSE,,Discretionary,Workforce,,0,0,0,0,,0,,0,0
4653,123_857,Douglas Heights Phase II,930 Douglas Street,Chattanooga,Hamilton,TN,37403,35.042789,-85.303047,250,0,,C+,Prospective,A,N,N,N,,FALSE,,,,,,,Workforce,,1,0,0,0,,0,,,0
4654,123_87,Hayden Place,298 Acorn Oaks Circle,Chattanooga,Hamilton,TN,37405,35.0820709,-85.3257974,272,300590,A-,C+,Completed,N,N,N,N,,,,100,1375,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
4655,143_1097065,Seleno at Bridge Street,6854 Governors West NW,Huntsville,Madison,AL,35806,34.718588,-86.676255,244,244301,A-,B,Completed,N,N,N,N,,,,95.5,1765,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
4656,143_1110880,Encore MidCity,5801 Sanderson Street NW,Huntsville,Madison,AL,35806,34.736449,-86.664184,232,0,,B,Planned,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
4657,143_1128677,"Cottages at Old Monrovia, The",1471 Old Monrovia Road NW,Huntsville,Madison,AL,35806,34.75344,-86.677439,275,247390,,B,Completed,N,N,N,N,,,,,1784,FALSE,,,Low Mid-Range,,0,0,0,0,,,,0,0
4658,143_1155399,Argento at Oakland Springs,Holladay Blvd & Mission Street,Madison,Limestone,AL,35756,34.727482,-86.818802,264,0,,B-,Under Construction,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
4659,143_1171025,Highfield at Madison,Hwy 72 West & Nance Road,Madison,Madison,AL,35758,34.755625,-86.731861,285,0,,B+,Prospective,,,,,,,,,,,,,High Mid-Range,,,,,,,,,,0
4660,143_1181615,Palmer House,240 Stadium Way,Madison,Madison,AL,35758,34.686114,-86.720842,286,245841,,B,Under Construction,,N,,,,,,,,,,,Low Mid-Range,,,0,,,,,,,0
