Name,State,Total_Visits,Lat,Long,client_coords,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,num_stores_Aldi,num_stores_Publix,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,num_stores_Sprouts_Farmers_Market,total_visit_Aldi,total_visit_Publix,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,total_visit_Sprouts_Farmers_Market,num_grocery_stores,total_grocery_visit,2022 Tapestry Adult Pop Base,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15,num_nearby_Burlington,num_nearby_Kohl's,num_nearby_Lowe's,num_nearby_Ross_Dress_for_Less,num_nearby_The_Home_Depot,num_nearby_Walmart,num_nearby_HomeGoods,num_nearby_T.J._Maxx,num_nearby_Marshalls,tot_visits_nearby_Burlington,tot_visits_nearby_Kohl's,tot_visits_nearby_Lowe's,tot_visits_nearby_Ross_Dress_for_Less,tot_visits_nearby_The_Home_Depot,tot_visits_nearby_Walmart,tot_visits_nearby_HomeGoods,tot_visits_nearby_T.J._Maxx,tot_visits_nearby_Marshalls,num_starbucks,has_starbucks
HomeGoods,FL,338604,30.26986432,-81.39007952,"30.26986432,-81.39007952",1,8,2,3,1236.720238,978.8272771,685.0852273,728.8736574,2241,1873.857143,1213,,0,4,0,2,0,0,0,0,3,0,0,1,0,1,1,1,0,0,2323519,0,0,527508,0,417351,310552,64297,0,7,3643227,39874,2385,0,0,94,3037,0,0,0,0,0,0,0,1448,1137,0,2122,4929,3877,0,0,381,0,0,0,0,0,84,0,0,0,0,0,0,9227,2938,0,0,1036,0,363,2768,0,0,150,889,0,0,0,0,0,0,1122,0,1776,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,1,1,1,1,0,0,1,0,0,609760,134012,740655,1734729,0,0,541376,1,1
HomeGoods,FL,335144,30.51274856,-84.24940791,"30.51274856,-84.24940791",0,2,10,0,,1060.619835,948.4492197,,,1353,1113.428571,,0,4,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,2393824,391313,0,760549,0,0,0,43646,0,5,3589332,50408,1507,4658,0,7792,10639,0,0,0,0,0,222,0,805,1272,0,2218,2511,0,0,0,288,0,97,0,0,0,0,0,0,0,0,0,0,1668,2798,0,0,3317,0,0,748,0,0,0,0,0,0,0,0,0,0,5496,0,0,0,0,0,0,0,0,0,0,0,0,0,4372,0,0,1,1,1,2,1,3,0,1,1,195313,300310,951087,580215,1012713,5191208,0,629904,427271,0,0
HomeGoods,FL,329864,28.22413088,-81.64240978,"28.22413088,-81.64240978",0,1,4,0,,1216.9,986.6014376,,,1784,1726,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33735,0,0,0,0,0,0,0,0,0,0,0,0,0,6456,1129,0,0,0,4742,0,0,0,0,0,2686,0,2767,0,0,0,0,0,0,0,2707,0,0,0,0,3085,0,0,45,0,0,9679,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,379602,0,651327,470916,0,0,0,0,356560,1,1
HomeGoods,FL,324403,26.48350393,-81.78857966,"26.48350393,-81.78857966",0,5,5,0,,1134.748769,1101.807224,,,2181.75,2055.6,,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,213742,0,0,0,0,0,0,0,0,0,1,213742,25706,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5908,0,373,0,0,0,18,0,0,0,292,0,3245,0,5080,0,0,0,0,0,0,0,113,0,0,5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,0,0,1,0,1,2,1,2,0,1,1,195488,0,655205,396186,1059460,3596736,0,424396,423864,3,1
HomeGoods,FL,318395,28.66604187,-81.42310081,"28.66604187,-81.42310081",0,22,17,3,,1049.370881,912.1107849,709.954955,,1718.409091,1524,1047,0,4,0,0,0,0,1,1,5,0,1,0,1,1,1,1,0,369987,4579908,0,320848,0,887058,646675,486547,45873,0,11,7336896,116520,0,0,0,6444,367,0,3472,0,0,0,0,0,2301,14730,0,5237,1248,1942,514,205,8083,0,0,0,0,0,0,0,10160,0,0,0,0,159,14561,0,7312,4169,0,0,5662,0,0,1035,1429,821,0,0,1752,0,0,14463,8608,1390,111,154,0,0,191,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,0,1,3,0,538299,1029573,1125054,2232113,3664220,0,264589,1118972,2,1
HomeGoods,FL,315668,27.84483595,-82.79276146,"27.84483595,-82.79276146",0,2,1,7,,995.46491,1028.67713,778.1288449,,1778.5,2775,1166.25,0,3,0,1,0,0,1,1,5,0,1,0,0,0,4,1,1,253964,3684800,0,372268,0,0,0,1293355,66878,225132,13,5896397,114079,0,0,0,4180,4026,0,0,0,1637,0,0,0,0,3536,0,9352,1674,3286,7783,12070,1843,0,2363,0,386,3520,0,0,941,0,0,0,0,0,0,0,3961,6133,138,8145,5744,9118,17596,1652,0,0,0,0,0,0,0,0,0,433,0,1666,2364,532,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,2,1,3,2,309970,464864,1325074,797938,2687240,4523779,489856,1120304,316343,1,1
HomeGoods,FL,315346,27.2974095,-82.49483224,"27.2974095,-82.49483224",0,1,9,6,,1171.218182,973.8765709,767.2206487,,2270,1972.111111,1282.5,0,0,0,1,0,0,0,1,6,0,0,1,2,0,1,1,0,195747,5122347,0,0,842519,1186188,0,239675,54068,0,12,7640544,106628,0,0,0,0,3445,952,0,0,0,0,0,0,0,3809,0,6189,2770,3059,19308,4998,56,0,2047,0,0,216,0,0,0,0,0,0,0,948,40,0,2753,14037,0,8113,6436,2552,6385,10933,0,1296,0,0,0,0,0,0,1133,2740,33,0,1138,1244,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,1,1,425756,234142,1302600,237319,1123804,1810852,0,407702,350911,1,1
HomeGoods,FL,312041,28.53574365,-82.50738891,"28.53574365,-82.50738891",0,0,1,0,,,882.0097087,,,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,242779,0,0,0,0,0,0,0,0,0,1,242779,43645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,1278,0,0,0,6169,0,640,2725,0,1132,7350,0,0,0,0,0,0,0,0,0,0,0,286,0,1968,0,3484,4485,0,0,7290,130,897,542,0,0,0,0,11,0,0,1666,1046,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,340565,1446472,494031,1075221,2387031,0,0,502202,1,1
HomeGoods,FL,308755,30.38946502,-86.43853555,"30.38946502,-86.43853555",3,2,1,0,929.5448268,1040.140071,914.7058824,,2061.333333,2373.5,1454,,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1531016,194367,0,0,0,546963,0,147558,0,4,2419904,13082,0,0,0,0,1857,2852,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,525,0,196,0,0,0,0,0,0,0,0,720,3758,0,0,0,0,803,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,544598,394496,530858,3275683,0,0,406771,0,0
HomeGoods,FL,301033,25.80854892,-80.19409305,"25.80854892,-80.19409305",5,25,39,100,874.1515448,987.569124,855.9163604,709.6494939,2514.2,2621.333333,2269.4,1325.15,0,99,0,36,4,0,3,0,4,0,0,0,0,1,2,0,0,0,3815667,0,0,0,0,863779,1193924,0,0,7,5873370,225003,447,0,0,0,0,4598,1117,0,0,1479,24188,5762,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0,621,0,0,0,42800,1355,6478,0,0,0,0,0,0,229,0,0,0,10236,0,0,0,0,0,1921,11742,3134,3490,22527,8097,0,0,31529,3859,3887,19670,11046,4085,0,0,0,5,1,0,0,4,4,1,0,1,2,318857,0,0,1537765,5384420,2487376,0,112783,708086,2,1
HomeGoods,FL,287583,27.31814121,-80.38932411,"27.31814121,-80.38932411",0,0,0,0,,,,,,,,,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,276266,790083,0,0,0,674358,0,0,0,0,3,1740707,56675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8873,1840,0,0,9777,8766,0,0,544,0,0,0,4236,0,12438,0,0,0,0,0,0,0,0,0,0,0,0,5348,0,0,0,3028,0,0,0,0,0,0,0,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,0,1,0,478284,0,600099,467613,1709878,3923194,0,412044,0,0,0
HomeGoods,FL,283091,28.20429473,-82.66904311,"28.20429473,-82.66904311",0,2,3,6,,1010.409965,1086.335405,925.899931,,1657,1453,1225.5,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,2210101,0,0,0,0,0,349314,0,441763,5,3001178,85247,72,0,0,1341,2434,0,0,0,0,0,0,0,10254,0,1170,2559,0,0,0,6966,0,103,770,0,0,5969,4386,0,0,0,0,0,0,0,2795,0,903,2843,0,3176,0,10467,8647,1427,454,0,0,0,0,0,0,0,0,2015,0,0,13805,2690,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,1,1,0,399197,1361623,396043,1669901,2542159,0,296551,555623,2,1
HomeGoods,FL,277716,27.84340964,-82.64425415,"27.84340964,-82.64425415",0,10,17,13,,961.4128191,934.0990863,795.3175414,,2065.8,1768.9375,1348.2,0,4,0,1,0,0,3,0,4,0,0,0,1,0,3,1,0,0,4007978,0,0,0,442506,0,1021367,139476,0,9,5611327,102240,264,0,0,2267,1395,2494,0,0,943,0,3548,0,0,0,0,1339,4981,1508,14630,810,0,0,0,0,0,0,0,0,0,0,0,0,0,7289,0,0,5278,5974,2329,856,2363,4142,2431,1717,1756,0,0,0,1580,0,0,10892,1172,5355,149,0,8709,6069,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,1,1,0,0,1389859,0,2052007,3604271,0,528605,279016,1,1
HomeGoods,FL,257867,28.03892629,-80.6652918,"28.03892629,-80.6652918",0,3,12,5,,1033.099723,987.7177525,758.7410714,,1750.333333,1520.5,1172.75,0,1,0,0,0,0,2,1,3,0,0,0,1,0,3,1,0,306351,2926731,0,0,0,618759,0,1167827,59149,0,9,5078817,85447,0,0,0,2653,0,0,0,0,0,0,0,0,4827,560,4579,4505,0,0,13689,9945,1074,3861,535,0,78,3298,0,0,292,0,0,0,0,0,0,0,0,9840,1717,0,414,1026,3863,6477,633,5634,0,0,1438,0,0,0,0,2835,0,0,102,1571,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,0,0,1,283060,455402,1045157,729007,1260355,6218195,0,0,375449,1,1
HomeGoods,FL,255909,30.3181815,-81.49375477,"30.3181815,-81.49375477",0,11,15,3,,1116.520727,920.0557477,894.8730441,,1776.6,1337.25,1030.5,1,6,0,0,0,0,1,0,2,1,0,0,1,0,2,0,1,0,1780342,334744,0,0,487690,0,697711,0,297087,7,3597574,74553,645,0,0,1156,0,0,0,0,0,0,0,0,10299,13005,5162,346,4295,1273,3166,0,1272,0,0,0,0,0,7618,0,2328,0,0,0,0,0,12473,0,760,81,235,0,0,0,0,0,0,0,0,0,191,0,0,6070,849,0,183,0,2472,0,0,0,0,0,0,0,0,676,0,0,1,1,2,3,2,4,0,1,0,268309,405081,1227843,1179755,1964128,7600731,0,468333,0,0,0
HomeGoods,FL,249352,30.19935294,-81.82823341,"30.19935294,-81.82823341",0,2,2,0,,1058.009091,1236.229167,,,1723,1698,,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,262602,1906534,0,0,0,0,0,666838,0,0,4,2835974,36064,0,0,0,86,0,0,0,0,0,0,0,0,0,7007,5559,0,0,0,0,0,0,1691,0,0,0,0,19970,0,1167,0,0,0,0,0,272,0,5,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,0,1,1,244689,314851,541376,826123,1237816,5431224,0,335570,211309,1,1
HomeGoods,FL,242747,28.46543125,-81.30425886,"28.46543125,-81.30425886",0,10,16,1,,1059.530201,960.3185559,575.2325581,,1933.2,1540.5,1150,0,12,0,1,0,0,1,1,3,0,0,0,2,0,0,0,0,169842,2702782,0,0,0,2351913,0,0,0,0,6,5224537,78829,0,0,512,2625,0,0,0,0,0,0,0,0,0,0,0,1169,1689,7447,0,0,0,0,0,0,0,0,1303,0,14137,0,0,756,0,0,8723,0,1080,7098,0,0,0,0,2853,1286,0,4724,0,0,2572,0,0,9685,9866,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,0,0,1,1,4,2,2,0,1,1,0,311930,759998,1382874,1275216,3503112,0,280372,339297,1,1
HomeGoods,FL,240966,30.62694002,-81.54215145,"30.62694002,-81.54215145",0,1,3,0,,1066.658333,1073.849603,,,1703,1683,,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,76809,1015565,0,0,0,0,0,359087,76269,0,4,1527730,19063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,0,4401,0,0,0,3915,0,3344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,5,0,0,0,0,3053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,175047,515039,207485,505402,2105647,0,384661,0,1,1
HomeGoods,FL,225273,28.45118691,-81.49093846,"28.45118691,-81.49093846",3,7,3,0,966.7488746,987.6909641,723.2809381,,2321.5,2094.571429,1407.5,,0,0,0,1,0,0,0,0,3,1,0,1,0,1,0,0,1,0,2076786,262119,0,678907,0,1081987,0,0,185185,7,4284984,50869,0,14848,0,10508,3699,674,0,0,0,0,0,0,0,943,0,0,4684,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5392,144,0,0,1020,3355,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,2,4,1,1,2,536718,0,412632,2136152,1216804,8302708,216774,345585,749139,2,1
HomeGoods,FL,224992,28.54890771,-81.72528837,"28.54890771,-81.72528837",0,8,5,0,,1049.789202,841.216727,,,1774.571429,1495.5,,0,2,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,296874,2176149,0,0,0,0,0,393542,214163,0,5,3080728,51568,0,0,273,0,0,0,0,0,0,0,0,0,14447,0,23452,0,0,62,1843,0,337,0,2104,0,0,0,0,0,0,0,0,0,0,0,0,0,3228,1276,0,3165,0,0,0,0,0,486,0,0,0,0,0,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,363451,781821,356049,786932,2318440,0,335203,0,0,0
HomeGoods,FL,216774,28.49443206,-81.43089219,"28.49443206,-81.43089219",0,31,31,34,,964.0247269,931.7402465,811.8622005,,1727.241379,1395.904762,1277.421053,0,31,0,3,0,0,6,1,2,0,1,0,1,0,0,1,0,130063,1758306,0,461074,0,488467,0,0,29092,0,6,2867002,76915,0,0,0,38,0,0,0,0,0,0,45,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,4993,1736,0,0,0,0,2334,0,0,0,4061,0,0,0,1039,0,0,0,0,0,0,0,0,23026,25115,0,1951,1169,1606,465,5444,0,0,1156,0,0,0,0,0,2106,2,0,2,8,3,5,1,2,2,661638,0,1135871,2304642,2070625,9828974,225273,625957,627749,3,1
HomeGoods,FL,207024,27.46369814,-82.63350917,"27.46369814,-82.63350917",0,2,14,0,,1046.849539,924.0943685,,,2049,1774.75,,0,2,0,0,0,0,2,1,3,1,0,0,0,0,2,1,0,242535,3280245,228865,0,0,0,0,667640,100751,0,8,4520036,79406,0,0,0,0,2380,0,0,0,0,0,0,0,0,0,0,6068,1693,2326,6020,4941,0,0,117,0,335,0,0,0,0,0,0,0,0,0,2762,0,1899,2131,801,2925,2040,9151,4891,14205,0,0,0,0,0,0,0,1416,2444,7491,0,0,821,1306,0,0,0,1245,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,343628,0,731929,312511,1049859,2710399,0,134530,305582,1,1
HomeGoods,FL,205392,28.13186982,-82.36669457,"28.13186982,-82.36669457",0,16,0,0,,1100.214482,,,,1834.428571,,,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,2037334,0,0,0,0,0,324534,0,328855,4,2690723,73469,0,4918,12822,0,376,0,0,0,3375,0,3838,0,4367,879,0,0,1470,0,0,0,0,0,0,0,0,0,6456,0,0,0,0,0,0,2655,7077,0,19,1662,0,0,0,0,12,0,287,551,0,0,108,0,0,9438,0,1098,0,0,0,0,0,0,0,0,0,0,0,10375,1686,0,1,0,1,3,1,2,1,0,1,204168,0,548756,851147,810265,3658175,393463,0,435297,1,1
HomeGoods,FL,202822,26.34287079,-81.80516736,"26.34287079,-81.80516736",0,4,1,1,,1008.881971,1316.672131,957.3076923,,2164.25,2299,,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2255322,302972,0,0,0,0,0,0,0,4,2558294,42238,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,1035,440,0,3089,0,0,0,0,2146,0,0,0,2982,1411,0,0,0,0,790,0,1809,1551,0,9911,0,7053,6404,833,0,0,0,0,111,0,0,0,0,0,0,0,0,604,0,0,0,1128,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,166444,954197,1409897,0,424396,374136,1,1
HomeGoods,FL,164402,26.26183053,-80.10120799,"26.26183053,-80.10120799",1,2,17,13,1043.028436,940.6387525,891.2997894,809.5109299,3247,2384.5,1814.333333,1432.375,0,12,0,5,0,0,3,1,4,0,0,0,0,1,1,1,0,261082,3520313,0,0,0,0,900924,327292,74207,0,8,5083818,117050,2381,0,0,0,2665,2976,0,0,0,0,0,0,0,189,0,0,5897,749,1251,0,0,0,4613,0,0,0,0,0,13956,1622,0,1350,2942,4278,1179,0,6332,3595,697,7073,5298,0,0,11803,0,0,0,0,3272,0,0,869,4396,3551,2481,7710,1497,3893,1320,1066,0,5555,593,0,0,0,0,0,0,0,1,4,2,2,0,1,2,0,0,1086355,1203373,2016045,3364255,0,592478,811653,0,0
HomeGoods,FL,111883,25.64231842,-80.33253931,"25.64231842,-80.33253931",0,1,4,4,,977.0351288,779.9746549,948.7318811,,1990,1787.5,1710,0,3,0,0,0,0,1,0,4,1,1,0,0,1,0,0,0,0,3409989,656538,458028,0,0,1047807,0,0,0,7,5572362,75289,21182,1624,0,10752,1271,871,4449,1122,954,0,0,436,0,6622,0,0,0,0,0,0,0,0,0,0,0,0,0,3096,5455,0,0,0,3556,2663,0,0,0,948,0,0,293,0,0,0,3,0,0,0,0,0,0,0,1624,0,2424,4521,0,0,0,1422,0,0,0,0,0,0,0,0,2,1,1,5,4,1,0,2,1,679350,495150,653898,1905207,4759027,1409796,0,1472406,335509,1,1
T.J. Maxx,FL,1134979,25.65297847,-80.41389258,"25.65297847,-80.41389258",0,5,15,8,,978.6658753,961.1432928,632.4260796,,2325.6,1986.642857,1244.25,0,5,0,2,0,0,1,2,7,0,0,0,0,0,0,1,0,950022,5873822,0,0,0,0,0,0,99353,0,10,6923197,164967,91,1306,7944,7714,0,0,10911,58,0,0,0,0,20283,25552,0,0,779,0,0,0,24,0,0,0,0,0,9571,23553,30484,0,0,4856,0,0,2426,0,0,1674,0,0,0,0,0,971,0,0,0,0,0,0,0,5399,3091,1054,0,2511,0,0,0,3236,1478,0,0,0,0,0,0,0,2,1,1,6,5,1,1,1,2,679350,495150,653898,2685727,5971794,2688695,111883,337427,819316,1,1
T.J. Maxx,FL,827305,29.6620785,-82.42281801,"29.6620785,-82.42281801",0,5,16,21,,1133.784196,1123.769551,788.5517407,,1616.6,1536.266667,958.2777778,6,4,0,1,0,0,1,0,4,1,0,0,0,0,0,1,0,0,3482123,281701,0,0,0,0,0,30340,0,6,3794164,57195,1302,0,0,4220,6767,754,0,0,0,0,0,0,1276,0,0,0,6022,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,2536,0,0,3698,0,0,0,0,0,0,0,9162,2919,0,0,0,0,0,0,0,0,0,0,0,0,3646,12173,0,1,1,2,2,2,2,0,0,1,260325,263347,1363458,520098,1293634,4572066,0,0,527287,0,0
T.J. Maxx,FL,817421,30.49295275,-87.22688285,"30.49295275,-87.22688285",0,0,18,20,,,1081.845277,841.1436964,,,1524,1084.625,0,6,0,2,0,0,0,0,2,1,0,0,1,0,2,1,0,0,2032278,675316,0,0,715282,0,741829,65672,0,7,4230377,54090,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,619,4929,0,418,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0,0,18917,0,0,0,0,0,2607,0,0,0,0,0,0,0,1428,0,6580,1171,1699,751,5390,1715,0,0,0,0,0,0,2301,0,0,1,1,3,3,3,3,0,0,1,282514,419942,2195738,611523,1735820,6697270,0,0,277451,0,0
T.J. Maxx,FL,802937,26.58756608,-80.14509673,"26.58756608,-80.14509673",0,2,4,3,,1172.259006,1007.817296,916.9079365,,2333.5,1687.5,1563,0,5,0,1,0,1,1,2,6,0,0,0,2,0,1,0,0,680423,4696322,0,0,0,1337684,0,713399,0,0,11,7427828,177111,0,0,10030,2143,3769,0,1113,0,0,0,0,0,21025,16743,0,3522,2130,0,1576,769,1578,0,116,0,0,0,2723,0,23613,3784,0,3348,0,0,1782,0,1545,4480,0,12905,3129,26739,2562,4569,0,0,0,0,3445,0,0,2258,6011,0,0,0,0,266,0,1076,0,8362,0,0,0,0,0,0,1,1,0,4,2,4,0,1,2,315678,534774,0,1456429,2497006,6812298,0,330921,663774,0,0
T.J. Maxx,FL,768982,28.55369117,-81.19964538,"28.55369117,-81.19964538",0,16,24,1,,1065.892985,1118.682921,540,,1999.2,2133.055556,,12,8,0,1,0,0,1,2,2,0,0,0,1,0,1,2,0,321943,1787405,0,0,0,805585,0,322481,109625,0,8,3347039,82433,0,0,0,0,0,0,0,0,0,0,0,0,0,5348,0,609,0,0,0,0,0,0,0,0,0,0,19897,0,13439,0,0,23,0,0,253,0,0,0,0,0,0,0,884,0,0,0,0,0,36,0,0,9944,15507,0,0,0,0,0,0,0,0,0,0,0,0,8389,8103,0,1,2,1,2,1,2,0,0,0,282191,936137,769102,935397,882114,4341802,0,0,0,1,1
T.J. Maxx,FL,697556,26.15151895,-80.32182243,"26.15151895,-80.32182243",0,11,3,0,,1083.222794,1058.561034,,,2351.727273,1946,,0,1,0,0,0,0,1,1,4,1,0,0,0,0,1,1,0,321452,3537720,355692,0,0,0,0,551755,89861,0,8,4856480,83789,0,1833,0,9845,0,0,0,0,4772,0,0,0,11202,22229,731,0,335,0,0,206,0,0,0,0,0,0,0,0,6612,0,0,0,235,0,9486,0,0,0,0,0,18,5690,0,4358,0,0,0,0,2733,0,0,896,2251,0,0,0,0,0,0,357,0,0,0,0,0,0,0,0,3,1,2,2,2,2,1,0,1,1569505,412182,1071067,894959,1767927,4057951,348545,0,548214,3,1
T.J. Maxx,FL,673708,28.75430353,-81.34597083,"28.75430353,-81.34597083",2,11,7,1,1126.945621,1071.64854,978.6185548,1167,1863,1829.4,1603.571429,,0,1,0,0,0,0,1,0,5,1,0,0,0,0,2,1,0,0,4068371,323129,0,0,0,0,658099,75196,0,9,5124795,70483,4495,2155,0,2622,6222,0,0,0,2959,0,0,0,3868,12158,1619,934,5613,1378,2827,0,821,707,0,0,0,0,0,0,877,0,0,0,0,0,8679,0,34,38,0,0,2208,0,0,0,0,0,0,0,0,0,0,2467,6784,0,0,0,947,0,72,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,0,0,1,604898,328047,560413,709748,1558975,3505500,0,0,320817,1,1
