,STATEFP,COUNTYFP,NAME,TRACTCE,Tract_Population
876,12,103,224.02,022402,4679
877,12,103,274.01,027401,2807
878,12,071,104.22,010422,3835
879,12,071,402.11,040211,5825
880,12,071,503.21,050321,2052
881,12,071,403.15,040315,2979
882,12,071,12.06,001206,2374
883,12,071,403.16,040316,5699
884,12,071,19.21,001921,3062
885,12,071,105.03,010503,2765
886,12,071,401.39,040139,2507
887,12,071,401.33,040133,2770
888,12,071,401.28,040128,2269
889,12,071,17.09,001709,2250
890,12,071,12.09,001209,2649
891,12,071,101.06,010106,5257
892,12,071,102.09,010209,1487
893,12,071,19.22,001922,2801
894,12,071,104.15,010415,4071
895,12,071,203.01,020301,3065
896,12,071,702.02,070202,1091
897,12,071,503.24,050324,4165
898,12,071,12.07,001207,1613
899,12,071,104.16,010416,3922
900,12,071,104.14,010414,3201
901,12,071,102.07,010207,5053
902,12,071,702.01,070201,2334
903,12,071,203.02,020302,2956
904,12,071,302.05,030205,3332
905,12,097,423,042300,8811
906,12,097,421,042100,10946
907,12,097,417,041700,5793
908,12,081,10.01,001001,2983
909,12,081,3.14,000314,3502
910,12,083,23.02,002302,6907
911,12,071,101.12,010112,2690
912,12,071,101.13,010113,2462
913,12,071,101.08,010108,3812
914,12,071,502.11,050211,2025
915,12,071,506.03,050603,4378
916,12,071,504.02,050402,7180
917,12,071,506.04,050604,2241
918,12,071,504.01,050401,4170
919,12,071,402.12,040212,6300
920,12,071,503.15,050315,1444
921,12,071,503.18,050318,5242
922,12,071,503.20,050320,4655
923,12,071,104.18,010418,5785
924,12,071,201.03,020103,2064
925,12,071,101.10,010110,2015
926,12,071,101.11,010111,5739
927,12,071,401.38,040138,3927
928,12,071,503.17,050317,4564
929,12,071,505.02,050502,3220
930,12,071,505.01,050501,4818
931,12,071,502.13,050213,4388
932,12,071,104.20,010420,7512
933,12,071,401.35,040135,2266
934,12,071,401.30,040130,3302
935,12,071,19.17,001917,2086
936,12,071,104.21,010421,5546
937,12,071,503.22,050322,2581
938,12,071,104.17,010417,2236
939,12,071,104.19,010419,5104
940,12,071,502.12,050212,4601
941,12,071,503.19,050319,2364
942,12,071,502.10,050210,2259
943,12,071,101.07,010107,3608
944,12,071,104.23,010423,2943
945,12,081,2.03,000203,1512
946,12,081,2.04,000204,2580
947,12,081,8.11,000811,3932
948,12,081,8.12,000812,6013
949,12,081,16.04,001604,4190
950,12,081,19.15,001915,3587
951,12,081,19.16,001916,4220
952,12,081,20.21,002021,5318
953,12,081,20.20,002020,2940
954,12,081,4.10,000410,3085
955,12,081,4.09,000409,2827
956,12,081,20.24,002024,3177
957,12,081,20.25,002025,6448
958,12,081,20.18,002018,6634
959,12,081,14.06,001406,2174
960,12,081,16.03,001603,1428
961,12,071,503.25,050325,2853
962,12,071,17.08,001708,3186
963,12,071,103.09,010309,5099
964,12,071,101.09,010109,3866
965,12,071,10.01,001001,2767
966,12,071,208.01,020801,2062
967,12,097,436,043600,10106
968,12,111,3821.12,382112,11791
969,12,097,431,043100,4413
970,12,097,416,041600,3781
971,12,097,428,042800,14679
972,12,097,435,043500,5846
973,12,097,420,042000,9407
974,12,097,419,041900,5879
975,12,097,418,041800,3226
976,12,081,8.14,000814,3976
977,12,081,10.02,001002,3210
978,12,081,20.23,002023,7462
979,12,081,3.12,000312,1791
980,12,081,20.22,002022,1366
981,12,081,18.01,001801,3474
982,12,081,17.05,001705,2574
983,12,081,18.02,001802,1305
984,12,081,3.11,000311,2934
985,12,081,20.19,002019,4972
986,12,081,14.05,001405,2401
987,12,081,8.13,000813,4100
988,12,081,3.13,000313,2392
989,12,071,17.10,001710,2136
990,12,071,3.04,000304,1608
991,12,071,11.03,001103,2456
992,12,071,12.08,001208,3513
993,12,071,11.04,001104,2507
994,12,071,12.03,001203,4956
995,12,071,102.06,010206,8401
996,12,071,19.18,001918,1510
997,12,071,102.05,010205,5335
998,12,071,3.03,000303,3944
999,12,071,3.05,000305,2024
1000,12,071,104.13,010413,5536
1001,12,071,105.04,010504,3333
1002,12,071,401.36,040136,5455
1003,12,071,102.10,010210,2325
1004,12,071,102.08,010208,3864
1005,12,071,3.06,000306,3444
1006,12,071,401.29,040129,1268
1007,12,071,103.08,010308,5892
1008,12,071,19.19,001919,2633
1009,12,071,19.23,001923,2583
1010,12,071,10.02,001002,3211
1011,12,071,208.02,020802,1735
1012,12,071,503.16,050316,2332
1013,12,071,401.37,040137,2083
1014,12,071,401.32,040132,1630
1015,12,071,19.16,001916,1412
1016,12,071,503.23,050323,824
1017,12,071,201.04,020104,2118
1018,12,113,107.09,010709,5133
1019,12,113,107.12,010712,4377
1020,12,113,107.11,010711,4661
1021,12,113,107.10,010710,2004
1022,12,113,108.22,010822,5500
1023,12,113,108.24,010824,5439
1024,12,113,108.20,010820,5755
1025,12,113,103.03,010303,4952
1026,12,113,108.23,010823,5268
1027,12,017,4501.06,450106,2501
1028,12,017,4507.05,450705,5066
1029,12,017,4507.06,450706,2326
1030,12,037,9701.01,970101,2217
1031,12,037,9701.02,970102,1260
1032,12,017,4516.06,451606,4415
1033,12,017,4516.04,451604,3879
1034,12,017,4503.05,450305,2583
1035,12,017,4505.01,450501,1960
1036,12,017,4510.01,451001,2295
1037,12,017,4510.02,451002,3958
1038,12,017,4511.03,451103,3202
1039,12,017,4503.06,450306,2968
1040,12,017,4503.10,450310,3342
1041,12,017,4505.02,450502,2365
1042,12,017,4517.02,451702,2310
1043,12,017,4517.01,451701,1526
1044,12,017,4516.03,451603,2019
1045,12,017,4504.02,450402,3610
1046,12,017,4503.09,450309,5831
1047,12,017,4501.05,450105,2165
1048,12,017,4504.01,450401,2789
1049,12,017,4511.04,451104,3373
1050,12,017,4516.05,451605,3373
1051,12,097,425,042500,7689
1052,12,097,424,042400,7151
1053,12,087,9704,970400,3646
1054,12,087,9705,970500,2239
1055,12,087,9710.01,971001,1224
1056,12,087,9706,970600,1673
1057,12,087,9714.02,971402,1796
1058,12,087,9718,971800,6065
1059,12,087,9709,970900,1699
1060,12,087,9712,971200,2395
1061,12,087,9725,972500,1156
1062,12,095,189.02,018902,3893
1063,12,095,171.10,017110,6637
1064,12,095,152.03,015203,2728
1065,12,095,171.17,017117,8050
1066,12,095,102.01,010201,1764
1067,12,095,171.14,017114,9256
1068,12,095,167.37,016737,5809
1069,12,095,167.36,016736,10286
1070,12,095,170.20,017020,5607
1071,12,095,166.06,016606,2445
1072,12,095,171.11,017111,8869
1073,12,095,173.01,017301,3078
1074,12,095,182.03,018203,1390
1075,12,103,204,020400,2353
1076,12,103,205,020500,4222
1077,12,103,206,020600,3929
1078,12,103,207,020700,3266
1079,12,103,208,020800,4701
1080,12,103,212,021200,2954
1081,12,115,2,000200,5486
1082,12,087,9707,970700,2516
1083,12,087,9708,970800,4149
1084,12,087,9711,971100,3892
1085,12,087,9713,971300,1348
1086,12,101,311.01,031101,4736
1087,12,101,309.01,030901,3707
1088,12,101,315.04,031504,2060
1089,12,101,308,030800,3570
1090,12,101,314.04,031404,3492
1091,12,101,322,032200,5785
1092,12,101,325,032500,6476
1093,12,101,320.01,032001,7167
1094,12,101,310.08,031008,3123
1095,12,101,323,032300,2894
1096,12,115,3,000300,4082
1097,12,115,4.01,000401,4451
1098,12,115,5.02,000502,3058
1099,12,115,11.01,001101,4771
1100,12,115,11.02,001102,6144
1101,12,057,1.02,000102,7310
1102,12,037,9702,970200,3378
1103,12,101,307,030700,4019
1104,12,005,27.06,002706,2229
1105,12,005,2.04,000204,3278
1106,12,005,4.02,000402,6742
1107,12,005,27.12,002712,1279
1108,12,005,27.11,002711,2520
1109,12,005,3.01,000301,2478
1110,12,005,27.07,002707,2649
1111,12,005,26.09,002609,5864
1112,12,005,3.02,000302,5278
1113,12,005,2.03,000203,2531
1114,12,005,27.09,002709,2244
1115,12,005,4.01,000401,2036
1116,12,005,27.10,002710,4083
1117,12,005,27.13,002713,815
1118,12,005,27.08,002708,808
1119,12,086,100.26,010026,2396
1120,12,086,128.01,012801,4657
1121,12,111,3822.02,382202,2762
1122,12,111,3822.01,382201,3207
1123,12,111,3815.07,381507,7301
1124,12,111,3815.04,381504,4180
1125,12,111,3821.29,382129,7779
1126,12,111,3821.15,382115,8289
1127,12,111,3820.13,382013,2599
1128,12,111,3820.14,382014,7104
1129,12,111,3821.16,382116,5434
1130,12,111,3821.14,382114,6469
1131,12,111,3820.15,382015,4784
1132,12,111,3820.16,382016,5451
1133,12,111,3811.03,381103,3750
1134,12,111,3811.05,381105,2320
1135,12,111,3811.04,381104,2167
1136,12,111,3811.07,381107,3325
1137,12,111,3815.06,381506,4627
1138,12,111,3816.05,381605,4374
1139,12,111,3811.06,381106,2728
1140,12,111,3821.17,382117,7301
1141,12,111,3815.08,381508,2958
1142,12,111,3815.05,381505,7061
1143,12,111,3821.18,382118,5367
1144,12,111,3821.19,382119,6402
1145,12,111,3821.21,382121,4254
1146,12,101,310.03,031003,6071
1147,12,083,16,001600,3868
1148,12,101,310.06,031006,2094
1149,12,101,310.07,031007,5702
1150,12,115,5.03,000503,3950
1151,12,115,6.01,000601,2292
1152,12,115,6.02,000602,3542
1153,12,115,8.01,000801,2190
1154,12,115,8.02,000802,2535
1155,12,115,9,000900,2502
1156,12,115,10,001000,3772
1157,12,039,201.04,020104,3670
1158,12,039,201.03,020103,2028
1159,12,057,46.02,004602,2372
1160,12,057,117.16,011716,5407
1161,12,057,108.23,010823,2153
1162,12,057,46.01,004601,3283
1163,12,057,142,014200,3200
1164,12,057,110.17,011017,1864
1165,12,057,65.03,006503,1294
1166,12,057,27.01,002701,4481
1167,12,057,102.15,010215,8433
1168,12,057,102.16,010216,6890
1169,12,057,143,014300,4976
1170,12,057,115.25,011525,4112
1171,12,057,3.02,000302,3030
1172,12,057,121.10,012110,4244
1173,12,057,108.22,010822,2204
1174,12,087,9714.01,971401,3115
1175,12,057,6.01,000601,5550
1176,12,057,9.01,000901,2812
1177,12,057,117.12,011712,5843
1178,12,057,9804,980400,139
1179,12,057,9805,980500,0
1180,12,091,225,022500,4570
1181,12,091,226,022600,3903
1182,12,091,227,022700,3740
1183,12,101,314.01,031401,4357
1184,12,119,9117.04,911704,5787
1185,12,119,9117.03,911703,4380
1186,12,119,9801,980100,6790
1187,12,119,9107.02,910702,4739
1188,12,119,9114.02,911402,13219
1189,12,119,9107.01,910701,2404
1190,12,119,9112.01,911201,4642
1191,12,119,9112.03,911203,4750
1192,12,119,9114.01,911401,6117
1193,12,119,9112.05,911205,2920
1194,12,119,9112.07,911207,6100
1195,12,119,9112.06,911206,6795
1196,12,101,315.03,031503,2518
1197,12,091,229,022900,4563
1198,12,057,7.02,000702,2565
1199,12,057,7.01,000701,3698
1200,12,057,144,014400,4957
1201,12,057,140.17,014017,3003
1202,12,057,102.18,010218,6152
1203,12,057,117.14,011714,2396
1204,12,057,117.13,011713,5259
1205,12,057,116.17,011617,3940
1206,12,057,116.16,011616,10667
1207,12,057,102.17,010217,4017
1208,12,057,119.08,011908,2295
1209,12,057,119.07,011907,3782
1210,12,057,119.09,011909,3564
1211,12,057,118.06,011806,3162
1212,12,057,65.04,006504,847
1213,12,057,118.05,011805,4158
1214,12,057,119.10,011910,4162
1215,12,057,119.11,011911,6306
1216,12,057,27.02,002702,3474
1217,12,057,110.19,011019,9892
1218,12,091,231,023100,8429
1219,12,091,232,023200,1913
1220,12,115,25.04,002504,3017
1221,12,011,9800,980000,0
1222,12,011,502.05,050205,2718
1223,12,011,502.07,050207,6731
1224,12,011,105.04,010504,5759
1225,12,011,201.01,020101,8221
1226,12,011,401.01,040101,1470
1227,12,011,430.01,043001,1836
1228,12,011,506.02,050602,3350
1229,12,011,507.01,050701,3765
1230,12,011,507.02,050702,7449
1231,12,011,508,050800,5751
1232,12,011,601.05,060105,6359
1233,12,011,601.07,060107,4481
1234,12,017,4507.04,450704,3850
1235,12,017,4501.04,450104,2714
1236,12,017,4501.03,450103,3968
1237,12,017,4503.07,450307,4754
1238,12,017,4507.03,450703,4599
1239,12,017,4503.08,450308,5402
1240,12,007,2.02,000202,3351
1241,12,007,2.01,000201,4908
1242,12,007,3.01,000301,3729
1243,12,007,3.02,000302,3661
1244,12,001,12.01,001201,3470
1245,12,011,601.09,060109,3164
1246,12,115,27.34,002734,6606
1247,12,115,27.43,002743,4377
1248,12,115,27.44,002744,3046
1249,12,115,27.41,002741,4112
1250,12,115,27.38,002738,5551
1251,12,115,27.39,002739,3985
1252,12,115,27.40,002740,4058
1253,12,115,22.05,002205,2299
1254,12,115,27.37,002737,6256
1255,12,115,20.16,002016,4359
1256,12,115,27.36,002736,4476
1257,12,115,19.09,001909,2133
1258,12,095,164.13,016413,4562
1259,12,095,169.09,016909,4609
1260,12,095,167.55,016755,6721
1261,12,095,148.14,014814,6248
1262,12,095,167.54,016754,5513
1263,12,095,171.21,017121,2409
1264,12,095,178.09,017809,3041
1265,12,095,170.26,017026,3483
1266,12,095,135.07,013507,7046
1267,12,095,167.51,016751,5015
1268,12,095,148.15,014815,5476
1269,12,115,27.46,002746,4614
1270,12,115,23.07,002307,1500
1271,12,115,27.30,002730,2644
1272,12,115,27.26,002726,4188
1273,12,115,27.42,002742,5996
1274,12,115,27.47,002747,1363
1275,12,115,24.04,002404,2132
1276,12,115,14.04,001404,5158
1277,12,115,14.05,001405,3373
1278,12,115,27.25,002725,5084
1279,12,115,1.03,000103,3528
1280,12,115,1.04,000104,1340
1281,12,115,27.33,002733,3014
1282,12,115,27.32,002732,4014
1283,12,115,23.06,002306,3345
1284,12,115,24.03,002403,1479
1285,12,115,21.02,002102,2854
1286,12,115,27.29,002729,1917
1287,12,115,27.28,002728,2718
1288,12,115,27.35,002735,1979
1289,12,069,311.07,031107,2199
1290,12,069,301.12,030112,5786
1291,12,069,301.09,030109,4639
1292,12,069,311.05,031105,5812
1293,12,069,302.11,030211,3961
1294,12,069,301.11,030111,2313
1295,12,069,305.07,030507,7272
1296,12,069,305.06,030506,5327
1297,12,069,305.05,030505,4088
1298,12,069,311.04,031104,1829
1299,12,069,313.13,031313,2814
1300,12,069,313.15,031315,6051
1301,12,069,313.22,031322,2510
1302,12,001,4,000400,5866
1303,12,067,9601,960100,2555
1304,12,001,10,001000,6579
1305,12,001,14,001400,4915
1306,12,001,18.02,001802,2751
1307,12,001,21.01,002101,2070
1308,12,001,22.01,002201,6009
1309,12,093,9106.02,910602,1906
1310,12,093,9101.02,910102,3153
1311,12,093,9102.02,910202,4860
1312,12,093,9104.01,910401,4396
1313,12,093,9101.01,910101,6264
1314,12,093,9102.01,910201,3220
1315,12,111,3821.10,382110,6275
1316,12,111,3818.03,381803,5294
1317,12,001,12.02,001202,8071
1318,12,001,22.02,002202,6230
1319,12,001,22.09,002209,9018
1320,12,001,12.03,001203,3526
1321,12,001,19.02,001902,3701
1322,12,001,22.10,002210,4856
1323,12,011,429,042900,10002
1324,12,065,2501.06,250106,2286
1325,12,065,2501.05,250105,1270
1326,12,065,2501.03,250103,3452
1327,12,065,2501.04,250104,2697
1328,12,001,5,000500,4640
1329,12,093,9104.02,910402,2996
1330,12,061,507.04,050704,3246
1331,12,061,508.06,050806,4674
1332,12,061,508.07,050807,5892
1333,12,061,509.03,050903,7756
1334,12,061,508.05,050805,4342
1335,12,053,407.01,040701,6558
1336,12,001,6,000600,5343
1337,12,011,603.02,060302,7902
1338,12,011,603.04,060304,3349
1339,12,011,202.10,020210,6204
1340,12,011,601.27,060127,2911
1341,12,011,604.01,060401,5021
1342,12,011,604.02,060402,7010
1343,12,011,602.07,060207,4529
1344,12,011,602.08,060208,6278
1345,12,011,602.09,060209,2684
1346,12,011,605.01,060501,6698
1347,12,053,412.01,041201,4891
1348,12,011,605.03,060503,4706
1349,12,011,605.04,060504,4640
1350,12,011,605.05,060505,4866
1351,12,089,504.01,050401,3264
1352,12,089,502.05,050205,3924
1353,12,089,503.06,050306,7537
1354,12,089,502.04,050204,3020
1355,12,089,503.08,050308,7427
1356,12,089,503.04,050304,5777
1357,12,089,503.05,050305,1143
1358,12,089,501.03,050103,3556
1359,12,089,504.02,050402,2385
1360,12,089,503.10,050310,4618
1361,12,089,501.04,050104,3715
1362,12,089,505.06,050506,2679
1363,12,089,505.07,050507,2016
1364,12,089,504.03,050403,3985
1365,12,089,505.09,050509,2917
1366,12,089,505.08,050508,2059
1367,12,089,503.07,050307,3541
1368,12,089,503.09,050309,4874
1369,12,089,505.05,050505,4558
1370,12,099,78.18,007818,1850
1371,12,115,27.21,002721,4875
1372,12,115,23.04,002304,2106
1373,12,099,10.02,001002,6601
1374,12,099,70.07,007007,4456
1375,12,011,703.10,070310,4020
1376,12,011,601.11,060111,6399
1377,12,011,601.13,060113,6534
1378,12,011,601.15,060115,7728
1379,12,011,601.16,060116,6997
1380,12,011,601.17,060117,6432
1381,12,011,601.18,060118,5137
1382,12,011,601.19,060119,6654
1383,12,099,75.05,007505,3343
1384,12,099,77.54,007754,4637
1385,12,099,78.12,007812,5318
1386,12,099,79.09,007909,4136
1387,12,099,19.04,001904,2897
1388,12,099,31.01,003101,7749
1389,12,099,44.02,004402,4540
1390,12,099,48.10,004810,5210
1391,12,099,51.01,005101,2575
1392,12,099,57.02,005702,8029
1393,12,099,59.51,005951,4472
1394,12,099,52.02,005202,5120
1395,12,011,601.22,060122,6456
1396,12,011,602.03,060203,7142
1397,12,029,9701.03,970103,3439
1398,12,029,9701.04,970104,3559
1399,12,029,9702.01,970201,2182
1400,12,029,9702.02,970202,1987
1401,12,053,414.01,041401,5946
1402,12,053,414.02,041402,6235
1403,12,111,3821.20,382120,2630
1404,12,111,3821.22,382122,6246
1405,12,111,3821.23,382123,4621
1406,12,111,3821.27,382127,4764
1407,12,111,3821.25,382125,3619
1408,12,111,3821.24,382124,2160
1409,12,111,3821.26,382126,10157
1410,12,111,3820.12,382012,6108
1411,12,086,27.07,002707,1544
1412,12,013,103.02,010302,3800
1413,12,013,103.01,010301,4031
1414,12,099,68.02,006802,3258
1415,12,099,70.05,007005,4225
1416,12,099,76.13,007613,3359
1417,12,099,77.31,007731,5407
1418,12,099,77.38,007738,3996
1419,12,099,11.02,001102,2041
1420,12,099,47.05,004705,5011
1421,12,099,4.05,000405,3155
1422,12,099,5.09,000509,1672
1423,12,099,19.12,001912,1718
1424,12,111,3821.30,382130,3738
1425,12,111,3821.28,382128,3791
1426,12,111,3820.11,382011,2470
1427,12,111,3816.04,381604,1730
1428,12,011,1104.04,110404,7428
1429,12,021,104.29,010429,2236
1430,12,021,109.07,010907,3232
1431,12,021,104.35,010435,4967
1432,12,021,112.14,011214,4395
1433,12,021,105.13,010513,2696
1434,12,021,102.16,010216,3583
1435,12,021,105.15,010515,2114
1436,12,021,104.33,010433,1927
1437,12,021,108.04,010804,6391
1438,12,021,104.24,010424,6257
1439,12,021,104.37,010437,2820
1440,12,021,113.03,011303,4468
1441,12,021,104.34,010434,5545
1442,12,021,105.18,010518,4150
1443,12,021,102.17,010217,2759
1444,12,021,104.22,010422,4254
1445,12,021,105.14,010514,2749
1446,12,021,104.23,010423,6673
1447,12,021,104.21,010421,5691
1448,12,021,105.11,010511,3825
1449,12,021,101.12,010112,2175
1450,12,021,110.03,011003,3802
1451,12,021,113.05,011305,2400
1452,12,021,113.04,011304,2967
1453,12,021,112.09,011209,6514
1454,12,021,104.25,010425,3139
1455,12,021,104.26,010426,5927
1456,12,021,105.12,010512,2968
1457,12,021,101.13,010113,2156
1458,12,021,105.19,010519,2900
1459,12,021,105.20,010520,1615
1460,12,011,912.01,091201,6259
1461,12,099,54.11,005411,3291
1462,12,099,58.12,005812,5140
1463,12,021,107.01,010701,4398
1464,12,021,111.09,011109,1750
1465,12,021,104.28,010428,9155
1466,12,021,104.38,010438,4373
1467,12,021,112.13,011213,4195
1468,12,021,108.08,010808,3871
1469,12,021,112.07,011207,2208
1470,12,021,112.10,011210,2767
1471,12,021,111.12,011112,1136
1472,12,021,104.30,010430,4596
1473,12,021,104.32,010432,3535
1474,12,021,104.31,010431,1952
1475,12,021,104.27,010427,1824
1476,12,021,112.06,011206,5892
1477,12,021,101.14,010114,1676
1478,12,021,109.06,010906,1818
1479,12,021,105.17,010517,1441
1480,12,021,112.12,011212,4231
1481,12,021,101.11,010111,2318
1482,12,021,104.36,010436,7459
1483,12,099,80.01,008001,4004
1484,12,099,83.01,008301,2034
1485,12,011,920,092000,3916
1486,12,011,1001.03,100103,3180
1487,12,011,912.02,091202,4822
1488,12,011,913,091300,4485
1489,12,011,914,091400,6543
1490,12,011,1004,100400,6464
1491,12,011,1006,100600,5588
1492,12,011,1007,100700,5837
1493,12,011,1008.01,100801,4617
1494,12,099,40.05,004005,4852
1495,12,011,1101,110100,7096
1496,12,011,1103.01,110301,6467
1497,12,049,9704.02,970402,2756
1498,12,049,9703.01,970301,4783
1499,12,049,9703.02,970302,3140
1500,12,049,9704.01,970401,3188
1501,12,011,915,091500,6678
1502,12,011,1103.08,110308,6714
1503,12,011,1103.09,110309,7371
1504,12,011,1103.11,110311,7404
1505,12,011,1103.12,110312,7192
1506,12,011,1103.07,110307,6233
1507,12,011,1103.13,110313,5500
1508,12,011,905.02,090502,7353
1509,12,011,1103.19,110319,6749
1510,12,011,1103.03,110303,4707
1511,12,011,1103.23,110323,8347
1512,12,011,907,090700,8830
1513,12,011,909,090900,5472
1514,12,011,910,091000,4374
1515,12,011,911,091100,7066
1516,12,091,209,020900,6700
1517,12,091,211.01,021101,3325
1518,12,119,9105,910500,5859
1519,12,063,2111,211100,3912
1520,12,063,2105,210500,3728
1521,12,063,2110,211000,4405
1522,12,057,3.01,000301,5214
1523,12,057,108.21,010821,2879
1524,12,057,115.27,011527,3803
1525,12,057,115.28,011528,5826
1526,12,057,110.18,011018,5393
1527,12,057,108.24,010824,4932
1528,12,057,108.19,010819,1789
1529,12,057,137.05,013705,7301
1530,12,057,49.02,004902,3114
1531,12,057,115.26,011526,3710
1532,12,057,133.23,013323,11257
1533,12,057,49.01,004901,2066
1534,12,057,139.26,013926,8072
1535,12,057,137.06,013706,2912
1536,12,057,139.25,013925,5417
1537,12,057,108.20,010820,2638
1538,12,057,117.15,011715,3203
1539,12,057,139.24,013924,4216
1540,12,057,121.09,012109,2626
1541,12,105,125.15,012515,4283
1542,12,105,149.04,014904,5511
1543,12,105,149.05,014905,2263
1544,12,105,149.03,014903,3078
1545,12,105,136.02,013602,2791
1546,12,105,118.37,011837,4172
1547,12,105,122.07,012207,3041
1548,12,105,118.38,011838,3703
1549,12,105,149.06,014906,9726
1550,12,105,127.01,012701,3042
1551,12,105,127.02,012702,3450
1552,12,105,125.13,012513,5082
1553,12,105,147.04,014704,6618
1554,12,113,109,010900,6725
1555,12,127,904.01,090401,2242
1556,12,127,909.06,090906,3350
1557,12,127,817.01,081701,3434
1558,12,127,904.02,090402,3576
1559,12,127,801.01,080101,4594
1560,12,127,817.02,081702,4825
1561,12,127,823.03,082303,3321
1562,12,127,909.05,090905,7280
1563,12,127,812.01,081201,3170
1564,12,127,812.02,081202,982
1565,12,127,825.12,082512,5485
1566,12,127,810.02,081002,2225
1567,12,127,832.10,083210,7409
1568,12,127,910.33,091033,3950
1569,12,127,825.13,082513,1778
1570,12,127,832.11,083211,7047
1571,12,127,910.32,091032,3836
1572,12,127,910.38,091038,3806
1573,12,127,823.02,082302,3404
1574,12,127,808.08,080808,5770
1575,12,127,808.09,080809,3751
1576,12,127,910.31,091031,5193
1577,12,127,910.36,091036,3351
1578,12,127,910.34,091034,4047
1579,12,127,910.37,091037,3949
1580,12,127,908.08,090808,1888
1581,12,127,910.35,091035,3601
1582,12,127,910.39,091039,3009
1583,12,127,801.02,080102,5854
1584,12,127,810.01,081001,1629
1585,12,127,910.30,091030,2439
1586,12,127,908.07,090807,4346
1587,12,061,508.10,050810,2998
1588,12,061,505.06,050506,4108
1589,12,061,508.09,050809,6000
1590,12,061,508.12,050812,1577
1591,12,061,501.02,050102,3423
1592,12,061,503.03,050303,3111
1593,12,031,162,016200,2402
1594,12,031,101.01,010101,9215
1595,12,031,146.01,014601,5628
1596,12,031,120,012000,5056
1597,12,009,714.02,071402,2259
1598,12,009,641.30,064130,2951
1599,12,009,641.29,064129,3005
1600,12,009,652.38,065238,474
1601,12,009,603.01,060301,2390
1602,12,009,603.02,060302,2697
1603,12,009,601.04,060104,1398
1604,12,009,602.02,060202,3323
1605,12,009,652.39,065239,3385
1606,12,009,716.01,071601,1749
1607,12,009,713.46,071346,6656
1608,12,009,651.31,065131,3156
1609,12,009,651.28,065128,3155
1610,12,009,699.07,069907,2401
1611,12,009,699.04,069904,5815
1612,12,009,717,071700,5704
1613,12,009,651.29,065129,4384
1614,12,031,135.02,013502,3441
1615,12,031,143.12,014312,6418
1616,12,119,9112.04,911204,10873
1617,12,001,22.07,002207,3988
1618,12,001,17.01,001701,5565
1619,12,001,17.02,001702,5854
1620,12,001,2.02,000202,3954
1621,12,001,20.02,002002,4322
1622,12,001,15.22,001522,6674
1623,12,001,18.03,001803,6452
1624,12,001,22.22,002222,6651
1625,12,001,20.01,002001,1632
1626,12,001,18.16,001816,5043
1627,12,001,18.17,001817,4598
1628,12,001,18.18,001818,4936
1629,12,001,16.05,001605,9211
1630,12,001,18.19,001819,4060
1631,12,001,22.21,002221,6212
1632,12,117,213.11,021311,5351
1633,12,099,1.04,000104,4810
1634,12,099,2.22,000222,2356
1635,12,099,2.23,000223,3982
1636,12,099,2.19,000219,6286
1637,12,001,22.08,002208,3088
1638,12,051,6.01,000601,1037
1639,12,051,4.04,000404,4772
1640,12,051,4.03,000403,4524
1641,12,051,6.02,000602,3514
1642,12,051,1.02,000102,3706
1643,12,051,1.01,000101,4204
1644,12,019,307.04,030704,5920
1645,12,019,307.08,030708,4954
1646,12,019,302.09,030209,4367
1647,12,019,302.10,030210,5130
1648,12,019,307.07,030707,7245
1649,12,019,307.05,030705,6377
1650,12,019,307.06,030706,3904
1651,12,019,9800,980000,340
1652,12,019,311.09,031109,3146
1653,12,019,301.06,030106,5026
1654,12,019,301.05,030105,3932
1655,12,019,313.01,031301,2031
1656,12,019,311.10,031110,4847
1657,12,019,312.01,031201,2870
1658,12,019,313.02,031302,2748
1659,12,019,312.02,031202,8095
1660,12,019,302.06,030206,7141
1661,12,019,302.04,030204,7511
1662,12,019,303.06,030306,3419
1663,12,019,312.03,031203,4775
1664,12,019,313.03,031303,3156
1665,12,019,302.07,030207,8743
1666,12,019,302.08,030208,3063
1667,12,019,302.05,030205,13459
1668,12,019,309.06,030906,4297
1669,12,019,309.05,030905,5470
1670,12,019,303.05,030305,6263
1671,12,113,108.28,010828,5733
1672,12,113,108.27,010827,8677
1673,12,113,108.21,010821,5005
1674,12,113,108.26,010826,2508
1675,12,113,108.25,010825,2912
1676,12,113,103.02,010302,3900
1677,12,113,105.06,010506,3888
1678,12,113,105.05,010505,4694
1679,12,113,106.02,010602,1730
1680,12,113,103.01,010301,5167
1681,12,113,106.01,010601,4734
1682,12,021,111.14,011114,2309
1683,12,021,111.11,011111,2227
1684,12,021,112.08,011208,4408
1685,12,021,111.07,011107,1486
1686,12,021,113.06,011306,4632
1687,12,021,111.13,011113,1012
1688,12,021,112.11,011211,4644
1689,12,021,111.08,011108,6213
1690,12,021,105.16,010516,1958
1691,12,021,108.07,010807,5047
1692,12,021,108.06,010806,1512
1693,12,105,128.04,012804,4677
1694,12,105,124.09,012409,1868
1695,12,105,145.01,014501,9031
1696,12,127,804,080400,3724
1697,12,127,805,080500,3005
1698,12,105,140.05,014005,3620
1699,12,105,154.02,015402,3330
1700,12,105,160.03,016003,2961
1701,12,105,118.35,011835,4626
1702,12,127,806,080600,4034
1703,12,127,824.06,082406,2647
1704,12,127,813,081300,1569
1705,12,127,815,081500,1468
1706,12,127,816,081600,2801
